A,0,0,217
A,0,1,32
A,0,2,75
A,0,3,123
A,0,4,154
A,0,5,83
A,0,6,252
A,0,7,108
A,0,8,176
A,0,9,182
A,0,10,175
A,0,11,186
A,0,12,91
A,0,13,78
A,0,14,251
A,0,15,34
A,0,16,17
A,0,17,58
A,0,18,72
A,0,19,228
A,0,20,55
A,0,21,140
A,0,22,37
A,0,23,138
A,0,24,75
A,0,25,176
A,0,26,1
A,0,27,179
A,0,28,137
A,0,29,193
A,0,30,94
A,0,31,16
A,0,32,244
A,0,33,67
A,0,34,13
A,0,35,155
A,0,36,179
A,0,37,56
A,0,38,197
A,0,39,55
A,0,40,191
A,0,41,153
A,0,42,28
A,0,43,100
A,0,44,7
A,0,45,44
A,0,46,14
A,0,47,174
A,0,48,33
A,0,49,238
A,0,50,104
A,0,51,3
A,0,52,168
A,0,53,124
A,0,54,178
A,0,55,183
A,0,56,43
A,0,57,64
A,0,58,253
A,0,59,144
A,0,60,90
A,0,61,55
A,0,62,101
A,0,63,242
A,0,64,221
A,0,65,3
A,0,66,222
A,0,67,140
A,0,68,190
A,0,69,41
A,0,70,57
A,0,71,177
A,0,72,21
A,0,73,182
A,0,74,218
A,0,75,17
A,0,76,50
A,0,77,215
A,0,78,0
A,0,79,206
A,0,80,140
A,0,81,79
A,0,82,27
A,0,83,198
A,0,84,138
A,0,85,158
A,0,86,176
A,0,87,250
A,0,88,233
A,0,89,166
A,0,90,200
A,0,91,150
A,0,92,59
A,0,93,230
A,0,94,144
A,0,95,15
A,0,96,169
A,0,97,232
A,0,98,104
A,0,99,60
A,0,100,38
A,0,101,57
A,0,102,68
A,0,103,176
A,0,104,233
A,0,105,146
A,0,106,235
A,0,107,174
A,0,108,234
A,0,109,114
A,0,110,13
A,0,111,5
A,0,112,64
A,0,113,194
A,0,114,213
A,0,115,97
A,0,116,34
A,0,117,116
A,0,118,183
A,0,119,219
A,0,120,200
A,0,121,107
A,0,122,26
A,0,123,7
A,0,124,250
A,0,125,138
A,0,126,20
A,0,127,189
A,0,128,56
A,0,129,126
A,0,130,18
A,0,131,64
A,0,132,152
A,0,133,31
A,0,134,44
A,0,135,6
A,0,136,67
A,0,137,67
A,0,138,241
A,0,139,57
A,0,140,161
A,0,141,137
A,0,142,161
A,0,143,222
A,0,144,242
A,0,145,238
A,0,146,21
A,0,147,185
A,0,148,130
A,0,149,86
A,0,150,42
A,0,151,115
A,0,152,120
A,0,153,249
A,0,154,175
A,0,155,136
A,0,156,166
A,0,157,43
A,0,158,125
A,0,159,110
A,0,160,14
A,0,161,203
A,0,162,21
A,0,163,116
A,0,164,178
A,0,165,14
A,0,166,91
A,0,167,214
A,0,168,215
A,0,169,51
A,0,170,118
A,0,171,93
A,0,172,218
A,0,173,239
A,0,174,7
A,0,175,22
A,0,176,79
A,0,177,121
A,0,178,119
A,0,179,232
A,0,180,252
A,0,181,123
A,0,182,215
A,0,183,213
A,0,184,212
A,0,185,248
A,0,186,167
A,0,187,122
A,0,188,170
A,0,189,126
A,0,190,55
A,0,191,176
A,0,192,248
A,0,193,243
A,0,194,175
A,0,195,7
A,0,196,112
A,0,197,137
A,0,198,230
A,0,199,163
A,1,0,204
A,1,1,185
A,1,2,139
A,1,3,34
A,1,4,198
A,1,5,58
A,1,6,245
A,1,7,34
A,1,8,36
A,1,9,48
A,1,10,51
A,1,11,124
A,1,12,184
A,1,13,61
A,1,14,138
A,1,15,116
A,1,16,195
A,1,17,183
A,1,18,120
A,1,19,169
A,1,20,15
A,1,21,21
A,1,22,54
A,1,23,226
A,1,24,223
A,1,25,140
A,1,26,8
A,1,27,136
A,1,28,248
A,1,29,184
A,1,30,78
A,1,31,175
A,1,32,218
A,1,33,243
A,1,34,35
A,1,35,60
A,1,36,83
A,1,37,88
A,1,38,108
A,1,39,162
A,1,40,15
A,1,41,34
A,1,42,132
A,1,43,233
A,1,44,205
A,1,45,29
A,1,46,21
A,1,47,15
A,1,48,187
A,1,49,38
A,1,50,219
A,1,51,203
A,1,52,121
A,1,53,253
A,1,54,53
A,1,55,0
A,1,56,112
A,1,57,21
A,1,58,64
A,1,59,93
A,1,60,48
A,1,61,183
A,1,62,247
A,1,63,25
A,1,64,76
A,1,65,118
A,1,66,191
A,1,67,98
A,1,68,47
A,1,69,195
A,1,70,114
A,1,71,52
A,1,72,47
A,1,73,36
A,1,74,116
A,1,75,170
A,1,76,118
A,1,77,254
A,1,78,91
A,1,79,162
A,1,80,102
A,1,81,213
A,1,82,81
A,1,83,91
A,1,84,71
A,1,85,39
A,1,86,12
A,1,87,31
A,1,88,244
A,1,89,39
A,1,90,26
A,1,91,55
A,1,92,167
A,1,93,104
A,1,94,224
A,1,95,65
A,1,96,104
A,1,97,72
A,1,98,222
A,1,99,65
A,1,100,54
A,1,101,209
A,1,102,42
A,1,103,48
A,1,104,81
A,1,105,63
A,1,106,154
A,1,107,164
A,1,108,212
A,1,109,38
A,1,110,203
A,1,111,227
A,1,112,227
A,1,113,134
A,1,114,165
A,1,115,67
A,1,116,120
A,1,117,63
A,1,118,161
A,1,119,6
A,1,120,247
A,1,121,204
A,1,122,228
A,1,123,245
A,1,124,78
A,1,125,55
A,1,126,6
A,1,127,242
A,1,128,176
A,1,129,166
A,1,130,185
A,1,131,137
A,1,132,211
A,1,133,164
A,1,134,193
A,1,135,195
A,1,136,37
A,1,137,145
A,1,138,54
A,1,139,47
A,1,140,187
A,1,141,113
A,1,142,219
A,1,143,181
A,1,144,48
A,1,145,205
A,1,146,254
A,1,147,224
A,1,148,170
A,1,149,84
A,1,150,245
A,1,151,113
A,1,152,40
A,1,153,128
A,1,154,244
A,1,155,130
A,1,156,133
A,1,157,102
A,1,158,14
A,1,159,210
A,1,160,139
A,1,161,25
A,1,162,201
A,1,163,127
A,1,164,217
A,1,165,48
A,1,166,178
A,1,167,246
A,1,168,237
A,1,169,24
A,1,170,65
A,1,171,97
A,1,172,27
A,1,173,77
A,1,174,243
A,1,175,47
A,1,176,44
A,1,177,54
A,1,178,248
A,1,179,214
A,1,180,223
A,1,181,226
A,1,182,195
A,1,183,117
A,1,184,247
A,1,185,101
A,1,186,92
A,1,187,35
A,1,188,246
A,1,189,80
A,1,190,160
A,1,191,145
A,1,192,202
A,1,193,86
A,1,194,147
A,1,195,183
A,1,196,64
A,1,197,232
A,1,198,230
A,1,199,22
A,2,0,49
A,2,1,234
A,2,2,219
A,2,3,6
A,2,4,111
A,2,5,233
A,2,6,95
A,2,7,163
A,2,8,194
A,2,9,128
A,2,10,67
A,2,11,63
A,2,12,99
A,2,13,185
A,2,14,63
A,2,15,144
A,2,16,127
